,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGIÓN COSTA,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  CANASTA FAMILIAR BÁSICA ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARA EL ANÁLISIS DE LA RELACIÓN INFLACIÓN - REMUNERACIÓN,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Se considera la estructura fija del gasto en bienes y servicios establecida en noviembre 1982 para un Hogar tipo de cuatro miembros con 1,60 perceptores de Remuneración básica unificada.",,,,,,,,,,,,,,,,,,,,,,,,,,,
 BASE: Noviembre 1982 = 100,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPTIEMBRE 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"No.
Orden",Grupos y Subgrupos de Consumo,Variación Mensual (%),Costo Actual en Dólares,Distribución del ingreso actual**,Restricción / Excedente en el consumo,,,,,,,,,,,,,,,,,,,,,,
,,,,,En Dólares,% del Costo,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TOTAL,0.81,806.50,877.34,-70.84,-8.78,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ALIMENTOS Y BEBIDAS,-0.34,254.79,271.76,-16.97,-2.10,,,,,,,,,,,,,,,,,,,,,
3,Cereales y derivados,-0.40,45.68,45.95,-0.27,-0.03,,,,,,,,,,,,,,,,,,,,,
4,Carne y preparaciones,-0.07,48.17,48.89,-0.72,-0.09,,,,,,,,,,,,,,,,,,,,,
5,Pescados y mariscos,-2.68,10.61,11.69,-1.08,-0.13,,,,,,,,,,,,,,,,,,,,,
6,Grasas y aceites comestibles,-0.44,11.92,12.34,-0.41,-0.05,,,,,,,,,,,,,,,,,,,,,
7,"Leche, productos lácteos y huevos",-1.05,41.25,42.08,-0.82,-0.10,,,,,,,,,,,,,,,,,,,,,
8,Verduras frescas,-1.23,15.46,20.57,-5.11,-0.63,,,,,,,,,,,,,,,,,,,,,
9,Tubérculos y derivados,5.03,18.17,18.40,-0.23,-0.03,,,,,,,,,,,,,,,,,,,,,
10,Leguminosas y derivados,-0.06,5.68,9.14,-3.46,-0.43,,,,,,,,,,,,,,,,,,,,,
11,Frutas frescas,-3.38,14.10,17.95,-3.85,-0.48,,,,,,,,,,,,,,,,,,,,,
12,"Azúcar, sal y condimentos",-0.47,11.19,11.24,-0.06,-0.01,,,,,,,,,,,,,,,,,,,,,
13,"Café, té y bebidas gaseosas",0.39,8.63,9.17,-0.55,-0.07,,,,,,,,,,,,,,,,,,,,,
14,Otros productos alimenticios,-5.89,1.31,1.61,-0.30,-0.04,,,,,,,,,,,,,,,,,,,,,
15,Alim. y beb. consumidas fuera del hogar,0.15,22.62,22.74,-0.13,-0.02,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
