,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMBATO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  CANASTA FAMILIAR BÁSICA ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARA EL ANÁLISIS DE LA RELACIÓN INFLACIÓN - REMUNERACIÓN,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Se considera la estructura fija del gasto en bienes y servicios establecida en noviembre 1982 para un Hogar tipo de cuatro miembros con 1,60 perceptores de Remuneración básica unificada.",,,,,,,,,,,,,,,,,,,,,,,,,,,
 BASE: Noviembre 1982 = 100,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPTIEMBRE 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"No.
Orden",Grupos y Subgrupos de Consumo,Variación Mensual (%),Costo Actual en Dólares,Distribución del ingreso actual**,Restricción / Excedente en el consumo,,,,,,,,,,,,,,,,,,,,,,
,,,,,En Dólares,% del Costo,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TOTAL,1.57,800.65,877.34,-76.70,-9.58,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ALIMENTOS Y BEBIDAS,1.81,269.87,288.25,-18.37,-2.29,,,,,,,,,,,,,,,,,,,,,
3,Cereales y derivados,2.51,54.67,54.96,-0.29,-0.04,,,,,,,,,,,,,,,,,,,,,
4,Carne y preparaciones,2.78,41.92,42.70,-0.78,-0.10,,,,,,,,,,,,,,,,,,,,,
5,Pescados y mariscos,-2.72,15.12,16.29,-1.17,-0.15,,,,,,,,,,,,,,,,,,,,,
6,Grasas y aceites comestibles,-2.64,12.20,12.64,-0.44,-0.06,,,,,,,,,,,,,,,,,,,,,
7,"Leche, productos lácteos y huevos",-0.45,39.44,40.33,-0.89,-0.11,,,,,,,,,,,,,,,,,,,,,
8,Verduras frescas,-1.13,21.52,27.05,-5.53,-0.69,,,,,,,,,,,,,,,,,,,,,
9,Tubérculos y derivados,17.46,18.94,19.19,-0.25,-0.03,,,,,,,,,,,,,,,,,,,,,
10,Leguminosas y derivados,0.00,5.44,9.19,-3.75,-0.47,,,,,,,,,,,,,,,,,,,,,
11,Frutas frescas,2.58,18.18,22.34,-4.16,-0.52,,,,,,,,,,,,,,,,,,,,,
12,"Azúcar, sal y condimentos",0.00,12.46,12.52,-0.06,-0.01,,,,,,,,,,,,,,,,,,,,,
13,"Café, té y bebidas gaseosas",1.02,8.47,9.06,-0.59,-0.07,,,,,,,,,,,,,,,,,,,,,
14,Otros productos alimenticios,-5.33,1.21,1.53,-0.32,-0.04,,,,,,,,,,,,,,,,,,,,,
15,Alim. y beb. consumidas fuera del hogar,1.12,20.31,20.44,-0.14,-0.02,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
