,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGIÓN SIERRA,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  CANASTA FAMILIAR BÁSICA ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARA EL ANÁLISIS DE LA RELACIÓN INFLACIÓN - REMUNERACIÓN,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Se considera la estructura fija del gasto en bienes y servicios establecida en noviembre 1982 para un Hogar tipo de cuatro miembros con 1,60 perceptores de Remuneración básica unificada.",,,,,,,,,,,,,,,,,,,,,,,,,,,
 BASE: Noviembre 1982 = 100,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPTIEMBRE 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"No.
Orden",Grupos y Subgrupos de Consumo,Variación Mensual (%),Costo Actual en Dólares,Distribución del ingreso actual**,Restricción / Excedente en el consumo,,,,,,,,,,,,,,,,,,,,,,
,,,,,En Dólares,% del Costo,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TOTAL,0.64,833.04,877.33,-44.29,-5.32,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ALIMENTOS Y BEBIDAS,0.83,273.70,284.31,-10.61,-1.27,,,,,,,,,,,,,,,,,,,,,
3,Cereales y derivados,0.33,58.08,58.25,-0.17,-0.02,,,,,,,,,,,,,,,,,,,,,
4,Carne y preparaciones,0.74,44.95,45.40,-0.45,-0.05,,,,,,,,,,,,,,,,,,,,,
5,Pescados y mariscos,0.90,13.76,14.43,-0.67,-0.08,,,,,,,,,,,,,,,,,,,,,
6,Grasas y aceites comestibles,-1.42,12.34,12.60,-0.26,-0.03,,,,,,,,,,,,,,,,,,,,,
7,"Leche, productos lácteos y huevos",-0.52,39.00,39.51,-0.51,-0.06,,,,,,,,,,,,,,,,,,,,,
8,Verduras frescas,-0.77,17.07,20.26,-3.19,-0.38,,,,,,,,,,,,,,,,,,,,,
9,Tubérculos y derivados,5.84,19.02,19.16,-0.14,-0.02,,,,,,,,,,,,,,,,,,,,,
10,Leguminosas y derivados,0.82,5.90,8.07,-2.17,-0.26,,,,,,,,,,,,,,,,,,,,,
11,Frutas frescas,5.87,20.11,22.52,-2.40,-0.29,,,,,,,,,,,,,,,,,,,,,
12,"Azúcar, sal y condimentos",-1.14,12.79,12.83,-0.04,0.00,,,,,,,,,,,,,,,,,,,,,
13,"Café, té y bebidas gaseosas",0.04,8.49,8.83,-0.34,-0.04,,,,,,,,,,,,,,,,,,,,,
14,Otros productos alimenticios,-1.93,1.37,1.56,-0.19,-0.02,,,,,,,,,,,,,,,,,,,,,
15,Alim. y beb. consumidas fuera del hogar,0.36,20.82,20.90,-0.08,-0.01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
