,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTO DOMINGO DE LOS COLORADOS,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  CANASTA FAMILIAR BÁSICA ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARA EL ANÁLISIS DE LA RELACIÓN INFLACIÓN - REMUNERACIÓN,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Se considera la estructura fija del gasto en bienes y servicios establecida en noviembre 1982 para un Hogar tipo de cuatro miembros con 1,60 perceptores de Remuneración básica unificada.",,,,,,,,,,,,,,,,,,,,,,,,,,,
 BASE: Noviembre 1982 = 100,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPTIEMBRE 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"No.
Orden",Grupos y Subgrupos de Consumo,Variación Mensual (%),Costo Actual en Dólares,Distribución del ingreso actual**,Restricción / Excedente en el consumo,,,,,,,,,,,,,,,,,,,,,,
,,,,,En Dólares,% del Costo,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TOTAL,1.16,763.22,877.35,-114.12,-14.95,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ALIMENTOS Y BEBIDAS,0.10,238.79,266.13,-27.34,-3.58,,,,,,,,,,,,,,,,,,,,,
3,Cereales y derivados,1.17,37.99,38.42,-0.43,-0.06,,,,,,,,,,,,,,,,,,,,,
4,Carne y preparaciones,0.11,45.73,46.90,-1.16,-0.15,,,,,,,,,,,,,,,,,,,,,
5,Pescados y mariscos,-16.62,7.69,9.42,-1.73,-0.23,,,,,,,,,,,,,,,,,,,,,
6,Grasas y aceites comestibles,1.74,11.86,12.52,-0.66,-0.09,,,,,,,,,,,,,,,,,,,,,
7,"Leche, productos lácteos y huevos",-0.36,42.29,43.61,-1.32,-0.17,,,,,,,,,,,,,,,,,,,,,
8,Verduras frescas,2.40,14.22,22.45,-8.23,-1.08,,,,,,,,,,,,,,,,,,,,,
9,Tubérculos y derivados,7.62,17.25,17.62,-0.37,-0.05,,,,,,,,,,,,,,,,,,,,,
10,Leguminosas y derivados,-0.30,4.39,9.97,-5.58,-0.73,,,,,,,,,,,,,,,,,,,,,
11,Frutas frescas,-4.01,14.21,20.40,-6.20,-0.81,,,,,,,,,,,,,,,,,,,,,
12,"Azúcar, sal y condimentos",-0.05,9.82,9.91,-0.09,-0.01,,,,,,,,,,,,,,,,,,,,,
13,"Café, té y bebidas gaseosas",0.62,8.53,9.41,-0.88,-0.12,,,,,,,,,,,,,,,,,,,,,
14,Otros productos alimenticios,-2.00,1.29,1.77,-0.48,-0.06,,,,,,,,,,,,,,,,,,,,,
15,Alim. y beb. consumidas fuera del hogar,1.18,23.51,23.72,-0.21,-0.03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
