,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUENCA,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  CANASTA FAMILIAR BÁSICA ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARA EL ANÁLISIS DE LA RELACIÓN INFLACIÓN - REMUNERACIÓN,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Se considera la estructura fija del gasto en bienes y servicios establecida en noviembre 1982 para un Hogar tipo de cuatro miembros con 1,60 perceptores de Remuneración básica unificada.",,,,,,,,,,,,,,,,,,,,,,,,,,,
 BASE: Noviembre 1982 = 100,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPTIEMBRE 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"No.
Orden",Grupos y Subgrupos de Consumo,Variación Mensual (%),Costo Actual en Dólares,Distribución del ingreso actual**,Restricción / Excedente en el consumo,,,,,,,,,,,,,,,,,,,,,,
,,,,,En Dólares,% del Costo,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TOTAL,0.87,867.85,877.33,-9.48,-1.09,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ALIMENTOS Y BEBIDAS,0.69,264.28,266.55,-2.27,-0.26,,,,,,,,,,,,,,,,,,,,,
3,Cereales y derivados,1.24,53.77,53.80,-0.04,0.00,,,,,,,,,,,,,,,,,,,,,
4,Carne y preparaciones,0.00,46.21,46.31,-0.10,-0.01,,,,,,,,,,,,,,,,,,,,,
5,Pescados y mariscos,8.55,11.64,11.78,-0.14,-0.02,,,,,,,,,,,,,,,,,,,,,
6,Grasas y aceites comestibles,0.84,12.69,12.74,-0.05,-0.01,,,,,,,,,,,,,,,,,,,,,
7,"Leche, productos lácteos y huevos",-0.23,38.79,38.90,-0.11,-0.01,,,,,,,,,,,,,,,,,,,,,
8,Verduras frescas,-4.66,14.14,14.82,-0.68,-0.08,,,,,,,,,,,,,,,,,,,,,
9,Tubérculos y derivados,2.65,21.77,21.80,-0.03,0.00,,,,,,,,,,,,,,,,,,,,,
10,Leguminosas y derivados,2.20,5.20,5.66,-0.46,-0.05,,,,,,,,,,,,,,,,,,,,,
11,Frutas frescas,2.88,19.58,20.09,-0.51,-0.06,,,,,,,,,,,,,,,,,,,,,
12,"Azúcar, sal y condimentos",-3.30,10.62,10.63,-0.01,0.00,,,,,,,,,,,,,,,,,,,,,
13,"Café, té y bebidas gaseosas",0.99,8.66,8.73,-0.07,-0.01,,,,,,,,,,,,,,,,,,,,,
14,Otros productos alimenticios,-3.25,1.28,1.32,-0.04,0.00,,,,,,,,,,,,,,,,,,,,,
15,Alim. y beb. consumidas fuera del hogar,0.00,19.94,19.96,-0.02,0.00,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
